cnae_classe;regiao_administrativa;saldo
Incorporação de empreendimentos imobiliários;Sorocaba;    -6
Instalação de equipamentos não especificados anteriormente;Araçatuba;    -1
Instalação de equipamentos não especificados anteriormente;Barretos;    -2
Instalação de equipamentos não especificados anteriormente;Bauru;   -26
Instalação de equipamentos não especificados anteriormente;Campinas;    12
Instalação de equipamentos não especificados anteriormente;Franca;     4
Instalação de equipamentos não especificados anteriormente;Itapeva;     0
Instalação de equipamentos não especificados anteriormente;Marília;     0
Instalação de equipamentos não especificados anteriormente;Região Administrativa Central;    20
Instalação de equipamentos não especificados anteriormente;Ribeirão Preto;   -12
Instalação de equipamentos não especificados anteriormente;Santos;    11
Instalação de equipamentos não especificados anteriormente;São José do Rio Preto;   -15
Instalação de equipamentos não especificados anteriormente;São José dos Campos;   -17
Instalação de equipamentos não especificados anteriormente;São Paulo;  -194
Instalação de equipamentos não especificados anteriormente;Sorocaba;    -5
Instalação de máquinas e equipamentos industriais;Araçatuba;   -30
Instalação de máquinas e equipamentos industriais;Barretos;    13
Instalação de máquinas e equipamentos industriais;Bauru;   -55
Instalação de máquinas e equipamentos industriais;Campinas;  -126
Instalação de máquinas e equipamentos industriais;Franca;   -94
Instalação de máquinas e equipamentos industriais;Itapeva;   -34
Instalação de máquinas e equipamentos industriais;Marília;   -12
Instalação de máquinas e equipamentos industriais;Presidente Prudente;    32
Instalação de máquinas e equipamentos industriais;Região Administrativa Central;   -18
Instalação de máquinas e equipamentos industriais;Ribeirão Preto;  -147
Instalação de máquinas e equipamentos industriais;Santos;   -44
Instalação de máquinas e equipamentos industriais;São José do Rio Preto;    15
Instalação de máquinas e equipamentos industriais;São José dos Campos;  -106
Instalação de máquinas e equipamentos industriais;São Paulo;   -93
Instalação de máquinas e equipamentos industriais;Sorocaba;    22
Instalações elétricas;Araçatuba;    46
Instalações elétricas;Barretos;    30
Instalações elétricas;Bauru;    70
Instalações elétricas;Campinas;   -73
Instalações elétricas;Franca;   -21
Instalações elétricas;Itapeva;     7
Instalações elétricas;Marília;     6
Instalações elétricas;Presidente Prudente;   -39
Instalações elétricas;Região Administrativa Central;   -56
Instalações elétricas;Registro;    -7
Instalações elétricas;Ribeirão Preto;  -130
Instalações elétricas;Santos;   -32
Instalações elétricas;São José do Rio Preto;   -33
Instalações elétricas;São José dos Campos;   -90
Instalações elétricas;São Paulo; -2354
Instalações elétricas;Sorocaba;  -101
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Araçatuba;    -1
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Barretos;     1
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Bauru;    45
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Campinas;   -98
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Franca;   -16
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Marília;    10
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Presidente Prudente;    -6
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Região Administrativa Central;    20
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Registro;    -1
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Ribeirão Preto;    35
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Santos;    17
Instalações hidráulicas, de sistemas de ventilação e refrigeração;São José do Rio Preto;   -21
Instalações hidráulicas, de sistemas de ventilação e refrigeração;São José dos Campos;    49
Instalações hidráulicas, de sistemas de ventilação e refrigeração;São Paulo; -1153
Instalações hidráulicas, de sistemas de ventilação e refrigeração;Sorocaba;    14
Intermediação na compra, venda e aluguel de imóveis;Araçatuba;     7
Intermediação na compra, venda e aluguel de imóveis;Barretos;    -4
Intermediação na compra, venda e aluguel de imóveis;Bauru;    -8
Intermediação na compra, venda e aluguel de imóveis;Campinas;    -8
Intermediação na compra, venda e aluguel de imóveis;Franca;    -3
Intermediação na compra, venda e aluguel de imóveis;Itapeva;    -1
Intermediação na compra, venda e aluguel de imóveis;Marília;     2
Intermediação na compra, venda e aluguel de imóveis;Presidente Prudente;     2
Intermediação na compra, venda e aluguel de imóveis;Região Administrativa Central;   -13
Intermediação na compra, venda e aluguel de imóveis;Registro;     2
Intermediação na compra, venda e aluguel de imóveis;Ribeirão Preto;   -31
Intermediação na compra, venda e aluguel de imóveis;Santos;     4
Intermediação na compra, venda e aluguel de imóveis;São José do Rio Preto;    -1
Intermediação na compra, venda e aluguel de imóveis;São José dos Campos;   -42
Intermediação na compra, venda e aluguel de imóveis;São Paulo;  -421
Intermediação na compra, venda e aluguel de imóveis;Sorocaba;    -1
Justiça;Campinas;     0
Justiça;São Paulo;   -13
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Araçatuba;    -3
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Barretos;    -2
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Bauru;     1
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Campinas;   -44
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Franca;    -6
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Marília;    -7
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Presidente Prudente;     3
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Ribeirão Preto;    -1
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Santos;    -1
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;São José do Rio Preto;  -277
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;São José dos Campos;    -2
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;São Paulo;  -165
Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;Sorocaba;    -9
Lavanderias, tinturarias e toalheiros;Araçatuba;   -16
Lavanderias, tinturarias e toalheiros;Barretos;   -15
Lavanderias, tinturarias e toalheiros;Bauru;     3
Lavanderias, tinturarias e toalheiros;Campinas;  -524
Lavanderias, tinturarias e toalheiros;Franca;    -3
Lavanderias, tinturarias e toalheiros;Itapeva;    -7
Lavanderias, tinturarias e toalheiros;Marília;    -7
Lavanderias, tinturarias e toalheiros;Presidente Prudente;    11
Lavanderias, tinturarias e toalheiros;Região Administrativa Central;   -31
Lavanderias, tinturarias e toalheiros;Registro;    -2
Lavanderias, tinturarias e toalheiros;Ribeirão Preto;  -101
Lavanderias, tinturarias e toalheiros;Santos;   -54
Lavanderias, tinturarias e toalheiros;São José do Rio Preto;   -50
Lavanderias, tinturarias e toalheiros;São José dos Campos;   -56
Lavanderias, tinturarias e toalheiros;São Paulo; -1071
Lavanderias, tinturarias e toalheiros;Sorocaba;  -187
Limpeza em prédios e em domicílios;Araçatuba;   -41
Limpeza em prédios e em domicílios;Barretos;    -8
Limpeza em prédios e em domicílios;Bauru;   -91
Limpeza em prédios e em domicílios;Campinas; -2501
Limpeza em prédios e em domicílios;Franca;   -11
Limpeza em prédios e em domicílios;Itapeva;    -1
Limpeza em prédios e em domicílios;Marília;    -5
Limpeza em prédios e em domicílios;Presidente Prudente;   413
Limpeza em prédios e em domicílios;Região Administrativa Central;  -370
Limpeza em prédios e em domicílios;Registro;   -26
Limpeza em prédios e em domicílios;Ribeirão Preto;  -180
Limpeza em prédios e em domicílios;Santos;    66
Limpeza em prédios e em domicílios;São José do Rio Preto;  -367
Limpeza em prédios e em domicílios;São José dos Campos;  -208
Limpeza em prédios e em domicílios;São Paulo;-10414
Limpeza em prédios e em domicílios;Sorocaba;  -544
Locação de automóveis sem condutor;Araçatuba;    -1
Locação de automóveis sem condutor;Barretos;    -8
Locação de automóveis sem condutor;Bauru;   -13
Locação de automóveis sem condutor;Campinas;   -66
Locação de automóveis sem condutor;Franca;    -2
Locação de automóveis sem condutor;Itapeva;    -2
Locação de automóveis sem condutor;Marília;     0
Locação de automóveis sem condutor;Presidente Prudente;   -15
Locação de automóveis sem condutor;Região Administrativa Central;   -10
Locação de automóveis sem condutor;Ribeirão Preto;   -22
Locação de automóveis sem condutor;Santos;    15
Locação de automóveis sem condutor;São José do Rio Preto;     5
Locação de automóveis sem condutor;São José dos Campos;   -18
Locação de automóveis sem condutor;São Paulo;  -335
Locação de automóveis sem condutor;Sorocaba;   -22
Locação de mão-de-obra temporária;Araçatuba;     0
Locação de mão-de-obra temporária;Bauru;   219
Locação de mão-de-obra temporária;Campinas; -1829
Locação de mão-de-obra temporária;Franca;   -12
Locação de mão-de-obra temporária;Itapeva;    -1
Locação de mão-de-obra temporária;Marília;    13
Locação de mão-de-obra temporária;Presidente Prudente;     1
Locação de mão-de-obra temporária;Região Administrativa Central;    19
Locação de mão-de-obra temporária;Ribeirão Preto;  -363
Locação de mão-de-obra temporária;Santos;  -120
Locação de mão-de-obra temporária;São José do Rio Preto;  -330
Locação de mão-de-obra temporária;São José dos Campos; -1073
Locação de mão-de-obra temporária;São Paulo; -2827
Locação de mão-de-obra temporária;Sorocaba;  -881
Locação de meios de transporte, exceto automóveis, sem condutor;Araçatuba;     0
Locação de meios de transporte, exceto automóveis, sem condutor;Bauru;    16
Locação de meios de transporte, exceto automóveis, sem condutor;Campinas;     1
Locação de meios de transporte, exceto automóveis, sem condutor;Franca;    35
Locação de meios de transporte, exceto automóveis, sem condutor;Itapeva;    -1
Locação de meios de transporte, exceto automóveis, sem condutor;Marília;    -7
Locação de meios de transporte, exceto automóveis, sem condutor;Presidente Prudente;     3
Locação de meios de transporte, exceto automóveis, sem condutor;Região Administrativa Central;    19
Locação de meios de transporte, exceto automóveis, sem condutor;Ribeirão Preto;    22
Locação de meios de transporte, exceto automóveis, sem condutor;Santos;   -15
Locação de meios de transporte, exceto automóveis, sem condutor;São José do Rio Preto;    -1
Locação de meios de transporte, exceto automóveis, sem condutor;São José dos Campos;    -2
Locação de meios de transporte, exceto automóveis, sem condutor;São Paulo;  -115
Locação de meios de transporte, exceto automóveis, sem condutor;Sorocaba;     2
Manutenção e reparação de aeronaves;Araçatuba;    -5
Manutenção e reparação de aeronaves;Campinas;    -1
Manutenção e reparação de aeronaves;Marília;    -2
Manutenção e reparação de aeronaves;Região Administrativa Central;     1
Manutenção e reparação de aeronaves;São José do Rio Preto;    -3
Manutenção e reparação de aeronaves;São José dos Campos;   -21
Manutenção e reparação de aeronaves;São Paulo;   -63
Manutenção e reparação de aeronaves;Sorocaba;    -5
Manutenção e reparação de embarcações;Araçatuba;    -1
Manutenção e reparação de embarcações;Bauru;    -1
Manutenção e reparação de embarcações;Santos;   -21
Manutenção e reparação de embarcações;São José dos Campos;     3
Manutenção e reparação de embarcações;São Paulo;  -122
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Araçatuba;   -49
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Barretos;     6
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Bauru;     1
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Campinas;     0
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Franca;     7
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Itapeva;     8
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Marília;    -8
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Região Administrativa Central;   -22
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Ribeirão Preto;     5
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Santos;     0
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;São José do Rio Preto;     2
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;São José dos Campos;     4
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;São Paulo;   -22
Manutenção e reparação de equipamentos e produtos não especificados anteriormente;Sorocaba;     0
Manutenção e reparação de equipamentos eletrônicos e ópticos;Araçatuba;     1
Manutenção e reparação de equipamentos eletrônicos e ópticos;Bauru;     1
Manutenção e reparação de equipamentos eletrônicos e ópticos;Campinas;    46
Manutenção e reparação de equipamentos eletrônicos e ópticos;Itapeva;    -2
Manutenção e reparação de equipamentos eletrônicos e ópticos;Marília;     1
Manutenção e reparação de equipamentos eletrônicos e ópticos;Região Administrativa Central;     5
Manutenção e reparação de equipamentos eletrônicos e ópticos;Ribeirão Preto;     0
Manutenção e reparação de equipamentos eletrônicos e ópticos;Santos;     2
Manutenção e reparação de equipamentos eletrônicos e ópticos;São José do Rio Preto;     2
Manutenção e reparação de equipamentos eletrônicos e ópticos;São José dos Campos;    11
Manutenção e reparação de equipamentos eletrônicos e ópticos;São Paulo;   -97
Manutenção e reparação de equipamentos eletrônicos e ópticos;Sorocaba;    -2
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Araçatuba;   -20
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Barretos;  -156
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Bauru;    22
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Campinas;  -157
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Franca;    24
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Itapeva;    12
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Marília;    41
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Presidente Prudente;   -11
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Região Administrativa Central;     3
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Registro;    -3
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Ribeirão Preto;  -314
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Santos;  -411
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;São José do Rio Preto;    -8
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;São José dos Campos;  -144
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;São Paulo;  -480
Manutenção e reparação de máquinas e equipamentos da indústria mecânica;Sorocaba;  -154
Manutenção e reparação de máquinas e equipamentos elétricos;Araçatuba;     1
Manutenção e reparação de máquinas e equipamentos elétricos;Barretos;     0
Manutenção e reparação de máquinas e equipamentos elétricos;Bauru;     5
Manutenção e reparação de máquinas e equipamentos elétricos;Campinas;    39
Manutenção e reparação de máquinas e equipamentos elétricos;Franca;    -3
Manutenção e reparação de máquinas e equipamentos elétricos;Itapeva;    -1
Manutenção e reparação de máquinas e equipamentos elétricos;Marília;    -7
Manutenção e reparação de máquinas e equipamentos elétricos;Presidente Prudente;    -6
Manutenção e reparação de máquinas e equipamentos elétricos;Região Administrativa Central;    20
Manutenção e reparação de máquinas e equipamentos elétricos;Ribeirão Preto;    -9
Manutenção e reparação de máquinas e equipamentos elétricos;Santos;    10
Manutenção e reparação de máquinas e equipamentos elétricos;São José do Rio Preto;     1
Manutenção e reparação de máquinas e equipamentos elétricos;São José dos Campos;    -7
Manutenção e reparação de máquinas e equipamentos elétricos;São Paulo;   -25
Manutenção e reparação de máquinas e equipamentos elétricos;Sorocaba;     7
Manutenção e reparação de motocicletas;Araçatuba;     3
Manutenção e reparação de motocicletas;Barretos;     3
Manutenção e reparação de motocicletas;Bauru;    -1
Manutenção e reparação de motocicletas;Campinas;    -7
Manutenção e reparação de motocicletas;Franca;     4
Manutenção e reparação de motocicletas;Marília;    -1
Manutenção e reparação de motocicletas;Presidente Prudente;    -1
Manutenção e reparação de motocicletas;Região Administrativa Central;    -3
Manutenção e reparação de motocicletas;Ribeirão Preto;    -1
Manutenção e reparação de motocicletas;Santos;    -1
Manutenção e reparação de motocicletas;São José do Rio Preto;    -7
Manutenção e reparação de motocicletas;São José dos Campos;    -1
Manutenção e reparação de motocicletas;São Paulo;   -35
Manutenção e reparação de motocicletas;Sorocaba;     1
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Araçatuba;    28
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Barretos;    -7
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Bauru;   -63
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Campinas;   -58
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Franca;    36
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Marília;    -1
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Presidente Prudente;     2
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Região Administrativa Central;    -6
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Ribeirão Preto;   -94
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Santos;   -16
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;São José do Rio Preto;    -2
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;São José dos Campos;    -9
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;São Paulo;   -96
Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;Sorocaba;     1
Manutenção e reparação de veículos automotores;Araçatuba;    -7
Manutenção e reparação de veículos automotores;Barretos;    25
Manutenção e reparação de veículos automotores;Bauru;    -7
Manutenção e reparação de veículos automotores;Campinas;  -505
Manutenção e reparação de veículos automotores;Franca;   -53
Manutenção e reparação de veículos automotores;Itapeva;   -43
Manutenção e reparação de veículos automotores;Marília;   -39
Manutenção e reparação de veículos automotores;Presidente Prudente;   -20
Manutenção e reparação de veículos automotores;Região Administrativa Central;   -24
Manutenção e reparação de veículos automotores;Registro;   -12
Manutenção e reparação de veículos automotores;Ribeirão Preto;   -93
Manutenção e reparação de veículos automotores;Santos;    21
Manutenção e reparação de veículos automotores;São José do Rio Preto;   -34
Manutenção e reparação de veículos automotores;São José dos Campos;  -181
Manutenção e reparação de veículos automotores;São Paulo; -1201
Manutenção e reparação de veículos automotores;Sorocaba;   -91
Manutenção e reparação de veículos ferroviários;Bauru;    15
Manutenção e reparação de veículos ferroviários;Campinas;    -1
Manutenção e reparação de veículos ferroviários;São Paulo;   -25
Manutenção e reparação de veículos ferroviários;Sorocaba;   -12
Metalurgia do alumínio e suas ligas;Barretos;   -13
Metalurgia do alumínio e suas ligas;Bauru;     2
Metalurgia do alumínio e suas ligas;Campinas;   -59
Metalurgia do alumínio e suas ligas;Ribeirão Preto;    10
Metalurgia do alumínio e suas ligas;Santos;     0
Metalurgia do alumínio e suas ligas;São José do Rio Preto;    -2
Metalurgia do alumínio e suas ligas;São José dos Campos;    20
Metalurgia do alumínio e suas ligas;São Paulo;  -240
Metalurgia do alumínio e suas ligas;Sorocaba;   -32
Metalurgia do cobre;São Paulo;   -50
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;Bauru;     1
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;Campinas;     1
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;Presidente Prudente;    -1
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;Região Administrativa Central;    -3
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;Ribeirão Preto;   -10
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;Santos;     1
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;São José dos Campos;     0
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;São Paulo;   -27
Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;Sorocaba;    -6
Metalurgia dos metais preciosos;Campinas;    -2
Metalurgia dos metais preciosos;São José do Rio Preto;     7
Metalurgia dos metais preciosos;São Paulo;   -35
Moagem de trigo e fabricação de derivados;Campinas;   -95
Moagem de trigo e fabricação de derivados;Marília;     0
Moagem de trigo e fabricação de derivados;Santos;    14
Moagem de trigo e fabricação de derivados;São José dos Campos;    -1
Moagem de trigo e fabricação de derivados;São Paulo;   -55
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Barretos;   -99
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Bauru;     9
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Campinas;   -38
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Marília;    70
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Presidente Prudente;    -1
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Região Administrativa Central;   -55
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Ribeirão Preto;    -7
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Santos;     1
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;São José do Rio Preto;     0
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;São José dos Campos;    -5
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;São Paulo;    -9
Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;Sorocaba;    15
Montagem de instalações industriais e de estruturas metálicas;Araçatuba;   -79
Montagem de instalações industriais e de estruturas metálicas;Barretos;   -21
Montagem de instalações industriais e de estruturas metálicas;Bauru;   252
Montagem de instalações industriais e de estruturas metálicas;Campinas;  -153
Montagem de instalações industriais e de estruturas metálicas;Franca;  -155
Montagem de instalações industriais e de estruturas metálicas;Itapeva;     2
Montagem de instalações industriais e de estruturas metálicas;Marília;   -49
Montagem de instalações industriais e de estruturas metálicas;Presidente Prudente;    -6
Montagem de instalações industriais e de estruturas metálicas;Região Administrativa Central;  -385
Montagem de instalações industriais e de estruturas metálicas;Registro;     1
Montagem de instalações industriais e de estruturas metálicas;Ribeirão Preto; -1011
Montagem de instalações industriais e de estruturas metálicas;Santos;  -469
Montagem de instalações industriais e de estruturas metálicas;São José do Rio Preto;  -278
Montagem de instalações industriais e de estruturas metálicas;São José dos Campos;  -196
Montagem de instalações industriais e de estruturas metálicas;São Paulo;  -170
Montagem de instalações industriais e de estruturas metálicas;Sorocaba;  -278
Navegação de apoio;Araçatuba;    -1
Navegação de apoio;Santos;    13
Navegação de apoio;São José dos Campos;   -24
Obras de acabamento;Araçatuba;    27
Obras de acabamento;Barretos;    20
Obras de acabamento;Bauru;   -15
Obras de acabamento;Campinas;  -210
Obras de acabamento;Franca;   -19
Obras de acabamento;Itapeva;    12
Obras de acabamento;Marília;    36
Obras de acabamento;Presidente Prudente;     8
Obras de acabamento;Região Administrativa Central;   -14
Obras de acabamento;Registro;    -3
Obras de acabamento;Ribeirão Preto;  -114
Obras de acabamento;Santos;  -271
Obras de acabamento;São José do Rio Preto;    44
Obras de acabamento;São José dos Campos;  -228
Obras de acabamento;São Paulo;   838
Obras de acabamento;Sorocaba;    -2
Obras de engenharia civil não especificadas anteriormente;Araçatuba;    26
Obras de engenharia civil não especificadas anteriormente;Barretos;     7
Obras de engenharia civil não especificadas anteriormente;Bauru;   -18
Obras de engenharia civil não especificadas anteriormente;Campinas;  -114
Obras de engenharia civil não especificadas anteriormente;Franca;   -19
Obras de engenharia civil não especificadas anteriormente;Itapeva;    -6
Obras de engenharia civil não especificadas anteriormente;Marília;    -5
Obras de engenharia civil não especificadas anteriormente;Presidente Prudente;    -2
Obras de engenharia civil não especificadas anteriormente;Região Administrativa Central;   -10
Obras de engenharia civil não especificadas anteriormente;Registro;     3
Obras de engenharia civil não especificadas anteriormente;Ribeirão Preto;    57
Obras de engenharia civil não especificadas anteriormente;Santos;   -65
Obras de engenharia civil não especificadas anteriormente;São José do Rio Preto;   -35
Obras de engenharia civil não especificadas anteriormente;São José dos Campos;  -212
Obras de engenharia civil não especificadas anteriormente;São Paulo;   364
Obras de engenharia civil não especificadas anteriormente;Sorocaba;   -42
Obras de fundações;Araçatuba;     4
Obras de fundações;Bauru;    46
Obras de fundações;Campinas;   -23
Obras de fundações;Franca;    19
Obras de fundações;Itapeva;     4
Obras de fundações;Marília;    -1
Obras de fundações;Presidente Prudente;    14
Obras de fundações;Região Administrativa Central;     7
Obras de fundações;Ribeirão Preto;    22
Obras de fundações;Santos;     4
Obras de fundações;São José do Rio Preto;    43
Obras de fundações;São José dos Campos;     4
Obras de fundações;São Paulo;   263
Obras de fundações;Sorocaba;   -44
Obras de instalações em construções não especificadas anteriormente;Araçatuba;    -2
Obras de instalações em construções não especificadas anteriormente;Barretos;     0
Obras de instalações em construções não especificadas anteriormente;Bauru;    17
Obras de instalações em construções não especificadas anteriormente;Campinas;   -89
Obras de instalações em construções não especificadas anteriormente;Franca;    -4
Obras de instalações em construções não especificadas anteriormente;Itapeva;     2
Obras de instalações em construções não especificadas anteriormente;Marília;     9
Obras de instalações em construções não especificadas anteriormente;Presidente Prudente;     7
Obras de instalações em construções não especificadas anteriormente;Região Administrativa Central;    -5
Obras de instalações em construções não especificadas anteriormente;Ribeirão Preto;   185
Obras de instalações em construções não especificadas anteriormente;Santos;    21
Obras de instalações em construções não especificadas anteriormente;São José do Rio Preto;     1
Obras de instalações em construções não especificadas anteriormente;São José dos Campos;   -66
Obras de instalações em construções não especificadas anteriormente;São Paulo;  -352
Obras de instalações em construções não especificadas anteriormente;Sorocaba;     1
Obras de terraplenagem;Araçatuba;    39
Obras de terraplenagem;Barretos;    -1
Obras de terraplenagem;Bauru;    53
Obras de terraplenagem;Campinas;    93
Obras de terraplenagem;Franca;    22
Obras de terraplenagem;Itapeva;    -7
Obras de terraplenagem;Marília;     1
Obras de terraplenagem;Presidente Prudente;   -14
Obras de terraplenagem;Região Administrativa Central;     4
Obras de terraplenagem;Registro;     3
Obras de terraplenagem;Ribeirão Preto;     8
Obras de terraplenagem;Santos;    12
Obras de terraplenagem;São José do Rio Preto;    17
Obras de terraplenagem;São José dos Campos;    20
Obras de terraplenagem;São Paulo;   163
Obras de terraplenagem;Sorocaba;   -93
Obras de urbanização - ruas, praças e calçadas;Araçatuba;   -60
Obras de urbanização - ruas, praças e calçadas;Barretos;     6
Obras de urbanização - ruas, praças e calçadas;Bauru;    -2
Obras de urbanização - ruas, praças e calçadas;Campinas;   -58
Obras de urbanização - ruas, praças e calçadas;Franca;    15
Obras de urbanização - ruas, praças e calçadas;Itapeva;    -6
Obras de urbanização - ruas, praças e calçadas;Marília;    -3
Obras de urbanização - ruas, praças e calçadas;Presidente Prudente;    -4
Obras de urbanização - ruas, praças e calçadas;Região Administrativa Central;    -2
Obras de urbanização - ruas, praças e calçadas;Registro;     2
Obras de urbanização - ruas, praças e calçadas;Ribeirão Preto;    27
Obras de urbanização - ruas, praças e calçadas;Santos;    23
Obras de urbanização - ruas, praças e calçadas;São José do Rio Preto;   -19
Obras de urbanização - ruas, praças e calçadas;São José dos Campos;   -17
Obras de urbanização - ruas, praças e calçadas;São Paulo;   203
Obras de urbanização - ruas, praças e calçadas;Sorocaba;    20
Obras para geração e distribuição de energia elétrica e para telecomunicações;Araçatuba;    -7
Obras para geração e distribuição de energia elétrica e para telecomunicações;Barretos;    -3
Obras para geração e distribuição de energia elétrica e para telecomunicações;Bauru;   522
Obras para geração e distribuição de energia elétrica e para telecomunicações;Campinas;  -300
Obras para geração e distribuição de energia elétrica e para telecomunicações;Franca;     4
Obras para geração e distribuição de energia elétrica e para telecomunicações;Itapeva;    -4
Obras para geração e distribuição de energia elétrica e para telecomunicações;Marília;    36
Obras para geração e distribuição de energia elétrica e para telecomunicações;Presidente Prudente;  -124
Obras para geração e distribuição de energia elétrica e para telecomunicações;Região Administrativa Central;   179
Obras para geração e distribuição de energia elétrica e para telecomunicações;Ribeirão Preto;   -31
Obras para geração e distribuição de energia elétrica e para telecomunicações;Santos;   -11
Obras para geração e distribuição de energia elétrica e para telecomunicações;São José do Rio Preto;    17
Obras para geração e distribuição de energia elétrica e para telecomunicações;São José dos Campos;   319
Obras para geração e distribuição de energia elétrica e para telecomunicações;São Paulo;     5
Obras para geração e distribuição de energia elétrica e para telecomunicações;Sorocaba;    38
Obras portuárias, marítimas e fluviais;Araçatuba;    -3
Obras portuárias, marítimas e fluviais;Barretos;    -1
